test2,test2,module,Magento_Theme
testMessage,Testnachricht,module,Magento_Theme
TestMessage,TestMessage,module,Magento_Analytics
Text,Text,module,Magento_Theme
text,Text,module,Magento_Theme
Text Area,Textbereich,module,Magento_Theme
Text color,Textfarbe,module,Klarna_Kp
Text Editor,Texteditor,module,Magento_Eav
Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.,Der Eingabetyp Texteditor erfordert die Aktivierung von WYSIWYG unter Stores > Configuration > Content Management.,module,Magento_Eav
Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.,Der Eingabetyp Texteditor erfordert die Aktivierung von WYSIWYG unter Stores > Configuration > Content Management.,module,Magento_Catalog
Text Field,Textfeld,module,Magento_Theme
Text One Line,Text einzeilig,module,Magento_Customer
Text Swatch,Text-Farbfeld,module,Magento_Theme
"than a customer might expect. ""","als ein Kunde vielleicht vermuten würde.""",module,Magento_Theme
Thank you for confirming your %store_name account.,Vielen Dank für die Bestätigung Ihres %store_name-Kontos.,module,Magento_Theme
Thank you for registering with,Danke für die Registrierung bei,module,Magento_Theme
Thank you for registering with %1.,Danke für die Registrierung bei %1.,module,Magento_Theme
Thank you for registering with Main Website Store.,"Vielen Dank, dass Sie sich bei Main Website Store registriert haben.",module,Magento_Theme
Thank you for subscribing to our newsletter.,"Vielen Dank, dass Sie unseren Newsletter abonniert haben.",module,Magento_Theme
Thank you for your order from %store_name.,Vielen Dank für Ihre Bestellung bei %store_name.,module,Magento_Theme
Thank you for your purchase!,Vielen Dank für Ihren Einkauf!,module,Magento_Theme
Thank you for your subscription.,Vielen Dank für Ihre Anmeldung.,module,Magento_Theme
Thank you very much for your order at %storeName,Vielen Dank für Ihre Bestellung bei %storeName.,module,Amazon_Payment
"Thank you,","Vielen Dank,",module,Magento_Theme
"Thank you, %store_name","Vielen Dank, %store_name",module,Magento_Theme
Thanks for contacting us with your comments and questions. We'll respond to you very soon.,Vielen Dank für Ihre Kontaktaufnahme mit Ihren Kommentaren und Fragen. Wir werden Ihnen bald antworten.,module,Magento_Theme
Thanks for your order. We'll email you order details and tracking information.,Vielen Dank für Ihre Bestellung. Wir werden Ihnen eine E-Mail mit Details und Tracking-Informationen zusenden.,module,Magento_Theme
"Thanks,","Danke,",module,Magento_User
"Thanks,<br>%store_name","Danke,<br>%store_name",module,Magento_Theme
The '%1' cannot be set as child to itself.,%1 kann nicht als Kind von sich selbst festgelegt werden,module,Magento_Theme
"The '%1' is a parent of '%2' recursively, therefore '%3' cannot be set as child to it.","%1 ist rekursiv ein Elternteil von %2, also kann %3 nicht als Kind festgelegt werden",module,Magento_Theme
The '%1' is not a child of '%2'.,%1 ist kein Kind von %2,module,Magento_Theme
The '%1' operation is not supported for '%2' entities.,Die Operation'%1' wird für '%2' Entitäten nicht unterstützt.,module,Temando_Shipping
The '%1' operation was skipped for %2 %3%4,Die Operation'%1' wurde für %2 %3%4 übersprungen.,module,Temando_Shipping
"The """" UI component element name is invalid. Verify the name and try again.","Der Name des UI-Komponentenelements """" ist ungültig. Überprüfen Sie den Namen und versuchen Sie es erneut.",module,Magento_Ui
"The ""%1: %2"" code type for Table Rate is incorrect. Verify the type and try again.","Die Codeart ""%1: %2"" für die Tabellenrate ist falsch. Überprüfen Sie den Typ und versuchen Sie es erneut.",module,Magento_OfflineShipping
"The ""%1"" attribute can't be saved.","Das Attribut ""%1"" kann nicht gespeichert werden.",module,Magento_Eav
"The ""%1"" attribute doesn't include an option with ""%2"" ID.","Das Attribut ""%1"" enthält keine Option mit der ID ""%2"".",module,Magento_Eav
"The ""%1"" attribute doesn't work with options.","Das Attribut ""%1"" funktioniert nicht mit Optionen.",module,Magento_Eav
"The ""%1"" attribute has no option.","Das Attribut ""%1"" hat keine Option.",module,Magento_Eav
"The ""%1"" attribute is required. Enter and try again.","Das Attribut ""%1"" ist erforderlich. Geben Sie es ein und versuchen Sie es erneut.",module,Magento_Catalog
"The ""%1"" attribute name is invalid. Reset the name and try again.","Der Attributname ""%1"" ist ungültig. Setzen Sie den Namen zurück und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" attribute requested is invalid. Verify the attribute and try again.","Das angeforderte Attribut ""%1"" ist ungültig. Überprüfen Sie das Attribut und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" attribute set wasn't found. Verify and try again.","Das Attributset ""%1"" wurde nicht gefunden. Überprüfen Sie und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" attribute value is empty. Set the attribute and try again.","Der Attributwert ""%1"" ist leer. Setzen Sie das Attribut und versuchen Sie es erneut.",module,Magento_Catalog
"The ""%1"" attribute value is empty. Set the attribute and try again.","Der Attributwert ""%1"" ist leer. Setzen Sie das Attribut und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" attribute wasn't found in the ""%2"" attribute set. Enter the attribute and try again.","Das Attribut ""%1"" wurde im Attributset ""%2"" nicht gefunden. Geben Sie das Attribut ein und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" backend model is invalid. Verify the backend model and try again.","Das ""%1""-Backend-Modell ist ungültig. Überprüfen Sie das Backend-Modell und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" carrier is invalid. Verify and try again.","Der Träger ""%1"" ist ungültig. Überprüfen Sie und versuchen Sie es erneut.",module,Magento_Shipping
"The ""%1"" Cart doesn't contain products.","Der "" %1 "" Warenkorb enthält keine Produkte.",module,Magento_Quote
"The ""%1"" checkout agreement couldn't be removed.","Die ""%1"" Checkout-Vereinbarung konnte nicht entfernt werden.",module,Magento_CheckoutAgreements
"The ""%1"" checkout agreement couldn't be saved.","Die ""%1"" Checkout-Vereinbarung konnte nicht gespeichert werden.",module,Magento_CheckoutAgreements
"The ""%1"" code type for Table Rate is incorrect. Verify the type and try again.","Die Codeart ""%1"" für die Tabellenrate ist falsch. Überprüfen Sie den Typ und versuchen Sie es erneut.",module,Magento_OfflineShipping
"The ""%1"" command doesn't exist. Verify the command and try again.","Der Befehl ""%1"" existiert nicht. Überprüfen Sie den Befehl und versuchen Sie es erneut.",module,Magento_Payment
"The ""%1"" command executor isn't defined. Verify the executor and try again.","Der Befehlsvollstrecker ""%1"" ist nicht definiert. Überprüfen Sie den Testamentsvollstrecker und versuchen Sie es erneut.",module,Magento_Payment
"The ""%1"" country in row number ""%2"" is incorrect. Verify the country and try again.","Das Land ""%1"" in der Zeilennummer ""%2"" ist falsch. Überprüfen Sie das Land und versuchen Sie es erneut.",module,Magento_OfflineShipping
"The ""%1"" coupon code isn't valid. Verify the code and try again.","Der ""%1""-Couponcode ist nicht gültig. Überprüfen Sie den Code und versuchen Sie es erneut.",module,Magento_Sales
"The ""%1"" email address is incorrect. Verify the email address and try again.","Die E-Mail-Adresse ""%1"" ist falsch. Überprüfen Sie die E-Mail-Adresse und versuchen Sie es erneut.",module,Magento_Config
"The ""%1"" entity supplied is invalid. Verify the entity and try again.","Die gelieferte ""%1""-Einheit ist ungültig. Überprüfen Sie die Entität und versuchen Sie es erneut.",module,Magento_Eav
"The ""%1"" entity that was requested doesn't exist. Verify the entity and try again.","Die angeforderte ""%1""-Einheit existiert nicht. Überprüfen Sie die Entität und versuchen Sie es erneut.",module,Magento_ConfigurableProduct
"The ""%1"" file couldn't be moved.","Die Datei ""%1"" konnte nicht verschoben werden.",module,Magento_Catalog
"The ""%1"" file doesn't exist or not a file","Die Datei ""%1"" ist keine Datei oder existiert nicht",module,Magento_Theme
"The ""%1"" file doesn't exist.","Die Datei ""%1"" existiert nicht.",module,Magento_Config
"The ""%1"" file doesn't exist. Verify the file and try again.","Die Datei ""%1"" existiert nicht. Überprüfen Sie die Datei und versuchen Sie es erneut.",module,Magento_MediaStorage
"The ""%1"" is not allowed as base currency for your subscription plan.","Der ""%1"" ist als Basiswährung für Ihren Abonnementplan nicht erlaubt.",module,Magento_Directory
"The ""%1"" link type is unknown. Verify the type and try again.","Der Link-Typ ""%1"" ist unbekannt. Überprüfen Sie den Typ und versuchen Sie es erneut.",module,Magento_Catalog
"The ""%1"" link type wasn't found. Verify the type and try again.","Der Link-Typ ""%1"" wurde nicht gefunden. Überprüfen Sie den Typ und versuchen Sie es erneut.",module,Magento_Catalog
"The ""%1"" path cannot be renamed into ""%2"" %3","Der Pfad ""%1"" kann nicht in ""%2""""%3"" umbennant werden",module,Magento_Theme
"The ""%1"" path doesn't exist. Verify and try again.","Der Pfad ""%1"" existiert nicht. Überprüfen Sie und versuchen Sie es erneut.",module,Magento_Config
"The ""%1"" product couldn't be removed.","Das Produkt ""%1"" konnte nicht entfernt werden.",module,Magento_Catalog
"The ""%1"" product is not part of the current creditmemo.","""%1"" ist Produkt nicht Teil der aktuellen Gutschrift.",module,Magento_SalesInventory
"The ""%1"" region or state in row number ""%2"" is incorrect. Verify the region or state and try again.","Der Bereich oder Zustand ""%1"" in der Zeilennummer ""%2"" ist falsch. Überprüfen Sie die Region oder den Zustand und versuchen Sie es erneut.",module,Magento_OfflineShipping
"The ""%1"" rule couldn't be removed.","Die Regel ""%1"" konnte nicht entfernt werden.",module,Magento_CatalogRule
"The ""%1"" rule was unable to be saved. Please try again.","Die Regel ""%1"" konnte nicht gespeichert werden. Bitte versuchen Sie es erneut.",module,Magento_CatalogRule
"The ""%1"" section source isn't supported.","Die Abschnittsquelle ""%1"" wird nicht unterstützt.",module,Magento_Customer
"The ""%1"" shipping price in row number ""%2"" is incorrect. Verify the shipping price and try again.","Der ""%1"" Versandpreis in der Zeile ""%2"" ist falsch. Überprüfen Sie den Versandpreis und versuchen Sie es erneut.",module,Magento_OfflineShipping
"The ""%1"" should not be empty.","Das ""%1"" sollte nicht leer sein.",module,Magento_Signifyd
"The ""%1"" source doesn't exist.","Die Quelle ""%1"" existiert nicht.",module,Magento_Analytics
"The ""%1"" UI component element name is invalid. Verify the name and try again.","Der Name ""%1"" des UI-Komponentenelements ist ungültig. Überprüfen Sie den Namen und versuchen Sie es erneut.",module,Magento_Ui
"The ""%1"" validator is not an instance of the general validator interface.","Der Validator ""%1"" ist keine Instanz der allgemeinen Validator-Schnittstelle.",module,Magento_Sales
"The ""%1"" value is invalid for stock ID. Enter stock with a default value of %2 to try again.","Der Wert ""%1"" ist für die Lager-ID ungültig. Geben Sie den Bestand mit einem Standardwert von %2 ein, um es erneut zu versuchen.",module,Magento_CatalogInventory
"The ""%1"" value is invalid for stock item ID. Enter either zero or a number than zero to try again.","Der Wert ""%1"" ist für die Lagerartikel-ID ungültig. Geben Sie entweder Null oder eine Zahl als Null ein, um es erneut zu versuchen.",module,Magento_CatalogInventory
"The ""%1"" value is invalid for stock item ID. Use the stock item ID's assigned ""%2"" value and try again.","Der Wert ""%1"" ist für die Lagerartikel-ID ungültig. Verwenden Sie den zugewiesenen Wert ""%2"" der Lagerartikel-ID und versuchen Sie es erneut.",module,Magento_CatalogInventory
"The ""%templateName"" template contains an incorrect configuration, with a reference to itself. Remove or change the reference, then try again.","Das Template ""%templateName"" enthält eine falsche Konfiguration mit Bezug auf sich selbst. Entfernen oder ändern Sie die Referenz und versuchen Sie es dann erneut.",module,Magento_Theme
"The ""formElement"" configuration parameter is required for the ""%1"" field.","Für das Feld ""%1"" wird der Konfigurationsparameter ""formElement"" benötigt.",module,Magento_Ui
"The ""test/test/test"" path does not exists","Der Pfad ""test / test / test"" existiert nicht.",module,Magento_Config
The %1 Cart doesn't contain the %2 item.,Der %1 Warenkorb enthält nicht das Element %2.,module,Magento_Quote
The %1 value wasn't found in the algorithms.,Der Wert %1 wurde in den Algorithmen nicht gefunden.,module,Magento_Catalog
The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.,%templateName enthält eine inkorrekte Konfiguration. Das Template hat eine Referenz zu sich selbst. Bitte entfernen oder die Referenz ändern.,module,Magento_Theme
The account is already active.,Das Konto ist bereits aktiv.,module,Magento_Customer
The account is locked.,Das Konto ist geschlossen.,module,Magento_Customer
The account is locked. Please wait and try again or contact %1.,Das Konto ist gesperrt. Warten Sie bitte und versuchen Sie es erneut oder kontaktieren Sie %1.,module,Magento_Captcha
The account is locked. Please wait and try again or contact %1.,Das Konto wird geschlossen. Warten Sie bitte und versuchen Sie noch einmal oder kontaktieren Sie %1.,module,Magento_Customer
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,Die Anmeldung des Kontos war falsch oder Ihr Konto ist vorübergehend deaktiviert. Bitte warten Sie und versuchen Sie es später noch einmal.,module,Magento_Backend
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,Die Anmeldung des Kontos war falsch oder Ihr Konto ist vorübergehend deaktiviert. Bitte warten Sie und versuchen Sie es später noch einmal.,module,Magento_Customer
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,Die Anmeldung des Kontos war falsch oder Ihr Konto ist vorübergehend deaktiviert. Bitte warten Sie und versuchen Sie es später noch einmal.,module,Magento_Integration
The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.,Die Anmeldung des Kontos war falsch oder Ihr Konto ist vorübergehend deaktiviert. Bitte warten Sie und versuchen Sie es später noch einmal.,module,Magento_User
The account this API request is coming from is inactive.,"Das Konto, von dem diese API-Anfrage kommt, ist inaktiv.",module,Magento_Directory
The action ID you enter must be a number.,Die Aktions-ID die Sie eintragen muss eine Nummer sein.,module,Magento_Theme
The adapter object must be an instance of %1.,Das Adapter-Objekt muss eine Instanz von %1 sein.,module,Magento_Theme
The adapter type must be a non-empty string.,Der Adaptertyp muss eine nichtleere Zeichenfolge sein.,module,Magento_Theme
The address failed to save. Verify the address and try again.,Die Adresse konnte nicht gespeichert werden. Überprüfen Sie die Adresse und versuchen Sie es erneut.,module,Magento_Quote
The address is not valid,Die Adresse ist nicht gültig,module,Vertex_AddressValidation
The address is valid,Die Adresse ist gültig,module,Vertex_AddressValidation
The address model is not defined.,Das Adressmodell ist nicht definiert.,module,Magento_Theme
"The address total model should be extended from
\Magento\Quote\Model\Quote\Address\Total\AbstractTotal.","Das Adresse Gesamtmodell sollte erweitert werden von
\Magento\Quote\Model\Quote\Address\Total\AbstractTotal.",module,Magento_Quote
The address total model should be extended from \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.,Das Adress-Gesamtmodell sollte erweitert werden von \Magento\Quote\Modell\Quote\Address\Gesamt\AbstractTotal.,module,Magento_Theme
The address was updated,Die Adresse wurde aktualisiert,module,Vertex_AddressValidation
The Admin session lifetime is invalid. Set the lifetime to 31536000 seconds (one year) or shorter and try again.,Die Lebensdauer der Admin-Sitzung ist ungültig. Stellen Sie die Lebensdauer auf 31536000 Sekunden (ein Jahr) oder kürzer ein und versuchen Sie es erneut.,module,Magento_Backend
The Admin session lifetime is invalid. Set the lifetime to 60 seconds or longer and try again.,Die Lebensdauer der Admin-Sitzung ist ungültig. Stellen Sie die Lebensdauer auf 60 Sekunden oder länger ein und versuchen Sie es erneut.,module,Magento_Backend
The alert subscription couldn't update at this time. Please try again later.,Das Alarm-Abonnement konnte zu diesem Zeitpunkt nicht aktualisiert werden. Bitte versuchen Sie es später noch einmal.,module,Magento_ProductAlert
The APP KEY you've entered is already in use by another store on this system. Note that Yotpo requires a unique set of APP KEY & SECRET for each store.,"Der von Ihnen eingegebene APP KEY wird bereits von einer anderen Filiale auf diesem System verwendet. Beachten Sie, dass Yotpo für jedes Geschäft einen eindeutigen Satz von APP KEY & SECRET benötigt.",module,Yotpo_Yotpo
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Auf Windows-Systemen kann das Archiv mit <a href=""%1"">%2</a> dekomprimiert werden.",module,Magento_Theme
The attempt to post data to consumer failed due to an unexpected error. Please try again later.,"Der Versuch, Daten an den Verbraucher zu senden, scheiterte an einem unerwarteten Fehler. Bitte versuchen Sie es später noch einmal.",module,Magento_Integration
The attribute can't be deleted.,Das Attribut kann nicht gelöscht werden.,module,Magento_Eav
The attribute can't be saved.,Das Attribut kann nicht gespeichert werden.,module,Magento_Eav
The attribute code '%1' is reserved by system. Please try another attribute code,"Der Attributcode ""%1"" ist durch das System reserviert. Bitte versuchen Sie einen anderen Attributcode",module,Magento_Theme
The attribute code is empty. Enter the code and try again.,Der Attributcode ist leer. Geben Sie den Code ein und versuchen Sie es erneut.,module,Magento_Eav
"The attribute code is invalid. Please use only letters (a-z), ' 'numbers (0-9) or underscores (_) in this field. The first character should be a letter.","Der Attributcode ist nicht gültig. Bitte nutzen Sie nur Buchstaben (a-z),' 'Nummern (0-9) oder Unterstriche (_) in diesem Feld. Das erste Zeichen sollte ein Buchstabe sein.",module,Magento_Theme
The attribute code needs to be %1 characters or fewer. Re-enter the code and try again.,Der Attributcode muss aus %1 Zeichen oder weniger bestehen. Geben Sie den Code erneut ein und versuchen Sie es erneut.,module,Magento_Eav
"The attribute couldn't be saved due to an error. Verify your information and try again. If the error persists, please try again later.","Das Attribut konnte aufgrund eines Fehlers nicht gespeichert werden. Überprüfen Sie Ihre Informationen und versuchen Sie es erneut. Wenn der Fehler weiterhin besteht, versuchen Sie es bitte später erneut.",module,Magento_Catalog
"The attribute couldn't be validated due to an error. Verify your information and try again. If the error persists, please try again later.","Das Attribut konnte aufgrund eines Fehlers nicht validiert werden. Überprüfen Sie Ihre Informationen und versuchen Sie es erneut. Wenn der Fehler weiterhin besteht, versuchen Sie es bitte später erneut.",module,Magento_Catalog
The attribute group can't be deleted because it contains system attributes.,"Die Attributgruppe kann nicht gelöscht werden, da sie Systemattribute enthält.",module,Magento_Catalog
The attribute group doesn't belong to the attribute set.,Die Attributgruppe gehört nicht zum Attributsatz.,module,Magento_Eav
The attribute group doesn't belong to the provided attribute set.,Die Attributgruppe gehört nicht zu dem angegebenen Attributsatz.,module,Magento_Eav
The attribute group ID is incorrect. Verify the ID and try again.,Die ID der Attributgruppe ist falsch. Überprüfen Sie die ID und versuchen Sie es erneut.,module,Magento_Eav
"The attribute group with id ""%1"" can't be deleted.","Die Attributgruppe mit der ID ""%1"" kann nicht gelöscht werden.",module,Magento_Eav
The attribute model is not defined.,Das Attributmodell ist nicht definiert.,module,Magento_Theme
The attribute no longer exists.,Das Attribut existiert nicht mehr.,module,Magento_Theme
The attribute set couldn't be created because it's based on a non-existing attribute set.,"Das Attributset konnte nicht erstellt werden, da es auf einem nicht existierenden Attributset basiert.",module,Magento_Catalog
The attribute set couldn't be created because it's based on a non-product attribute set.,"Die Attributsammlung konnte nicht erstellt werden, da sie auf einer nicht produktbezogenen Attributsammlung basiert.",module,Magento_Catalog
"The attribute set couldn't be deleted due to an error. Try again — if the error persists, please try again later.","Das Attributset konnte aufgrund eines Fehlers nicht gelöscht werden. Versuchen Sie es erneut - wenn der Fehler weiterhin besteht, versuchen Sie es bitte später erneut.",module,Magento_Eav
"The attribute set couldn't be saved due to an error. Verify your information and try again. If the error persists, please try again later.","Das Attributset konnte aufgrund eines Fehlers nicht gespeichert werden. Überprüfen Sie Ihre Informationen und versuchen Sie es erneut. Wenn der Fehler weiterhin besteht, versuchen Sie es bitte später erneut.",module,Magento_Eav
The attribute set has been removed.,Das Attributset wurde gelöscht.,module,Magento_Theme
The attribute set ID is incorrect. Verify the ID and try again.,Die ID des Attributsatzes ist falsch. Überprüfen Sie die ID und versuchen Sie es erneut.,module,Magento_Eav
The attribute set name is empty. Enter the name and try again.,Der Name des Attributsets ist leer. Geben Sie den Namen ein und versuchen Sie es erneut.,module,Magento_Eav
The attribute type is invalid. Verify the attribute type and try again.,Der Attributtyp ist ungültig. Überprüfen Sie den Attributtyp und versuchen Sie es erneut.,module,Magento_Eav
"The attribute with a ""%1"" attributeCode doesn't exist. Verify the attribute and try again.","Das Attribut mit einem ""%1"" attributeCode existiert nicht. Überprüfen Sie das Attribut und versuchen Sie es erneut.",module,Magento_Eav
"The attribute with a ""%1"" ID doesn't exist. Verify the attribute and try again.","Das Attribut mit der ID ""%1"" existiert nicht. Überprüfen Sie das Attribut und versuchen Sie es erneut.",module,Magento_Eav
The attributeGroup can't be saved.,Die Attributgruppe kann nicht gespeichert werden.,module,Magento_Eav
"The AttributeSet with a ""%1"" ID doesn't exist. Verify the attributeSet and try again.","Das AttributeSet mit der ID ""%1"" existiert nicht. Überprüfen Sie das AttributSet und versuchen Sie es erneut.",module,Magento_Eav
The authenticity of the gateway response could not be verified.,Die Authentizität der Gateway-Antwort konnte nicht verifiziert werden.,module,Magento_AuthorizenetAcceptjs
The authorize action is not available.,Die Autorisierungs-Aktion ist nicht verfügbar.,module,Magento_Theme
The authorized amount is %1.,Der autorisierte Betrag beträgt %1.,module,Magento_Theme
"The backend model isn't specified for ""%1"".","Das Backend-Modell ist nicht für ""%1"" angegeben.",module,Magento_Theme
The background color for the checkout page around the header and payment form.,Die Hintergrundfarbe der Checkout-Seite rund um den Header und das Zahlungsformular.,module,Magento_Theme
The background color for the checkout page around the header and payment form.,Die Hintergrundfarbe für die Checkout-Seite rund um den Header und das Zahlungsformular.,module,Magento_Theme
The background color for the checkout page around the header and payment form.,Die Hintergrundfarbe für die Check-Out-Seite um den Header und die Zahlungsmethoden.,module,Magento_Theme
The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.,Die Hintergrundfarbe für den Header der Checkout-Seite.HTML-hexadezimaler Farbcode in ASCII mit sechs Zeichen in Groß- und Kleinschreibung.,module,Magento_Theme
The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.,Die Hintergrundfarbe für die Kopfzeile der Checkout-Seite. Groß- und Kleinschreibung Sechs-Zeichen HTML hexadezimal Farbcode in ASCII.,module,Magento_Theme
The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.,Die Hintergrundfarbe für den Header auf der Check-Out-Seite. Schreibungsunabhängige 6-Zeichen HTML Hexadezimal Farbcode in ASCII.,module,Magento_Theme
"The backup file ""%1"" does not exist.","Die Backup-Datei ""%1"" ist nicht vorhanden.",module,Magento_Theme
The backup file does not exist.,Die Backup-Datei ist nicht vorhanden.,module,Magento_Theme
The backup file handler was unspecified.,Der Backup-Datei-Handler ist nicht spezifiziert.,module,Magento_Theme
The backup file path was not specified.,Der Pfad der Backup-Datei wurde nicht angegeben.,module,Magento_Theme
The backup has been deleted.,Das Backup wurde gelöscht.,module,Magento_Theme
The backup has been saved.,Das Backup wurde gespeichert.,module,Magento_Theme
The balance cannot be less than zero.,Das Guthaben kann nicht weniger als Null sein.,module,Magento_Theme
The base directory to upload file is not specified.,Das Basisverzeichnis zum Hochladen der Datei ist nicht angegeben.,module,Magento_Theme
The behavior token for %1 is invalid.,Der Behavior-Token für %1 ist ungültig.,module,Magento_Theme
"The billing address cannot contain ""customer_address_id"" and ""address"" at the same time.","Die Rechnungsadresse darf nicht gleichzeitig ""customer_address_id"" und ""address"" enthalten.",module,Magento_QuoteGraphQl
"The billing address must contain either ""customer_address_id"" or ""address"".","Die Rechnungsadresse muss entweder ""customer_address_id"" oder ""address"" enthalten.",module,Magento_QuoteGraphQl
The billing address will be used when a shipping address is absent.,"Die Rechnungsadresse wird verwendet, wenn eine Lieferadresse fehlt.",module,Vertex_Tax
"The billing agreement ""%1"" has been canceled.","Die Abrechnungsvereinbarung ""%1"" wurde storniert.",module,Magento_Theme
"The billing agreement ""%1"" has been created.","Die Abrechnungsvereinbarung ""%1"" wurde erstellt.",module,Magento_Theme
The Billing Agreement status is not set.,Der Abrechnungsvereinbarungsstatus ist nicht gesetzt.,module,Magento_Theme
"The bookmark with ""%1"" ID doesn't exist. Verify your information and try again.","Das Lesezeichen mit der ID ""%1"" existiert nicht. Überprüfen Sie Ihre Informationen und versuchen Sie es erneut.",module,Magento_Ui
The Braintree payment method is not active.,Die Braintree-Zahlungsmethode ist nicht aktiv.,module,Magento_BraintreeGraphQl
The bucket doesn't exist.,Der Bucket existiert nicht.,module,Magento_CatalogSearch
The bundle product can't contain another composite product.,Das Bündelprodukt kann kein anderes Verbundprodukt enthalten.,module,Magento_Bundle
The bundle product doesn't exist. Review your request and try again.,Das Bundle-Produkt existiert nicht. Überprüfen Sie Ihre Anfrage und versuchen Sie es erneut.,module,Magento_Bundle
The BuyRequest instance in options group is incorrect.,Die BuyRequest-Instanz in der Optionengruppe ist inkorrekt.,module,Magento_Theme
The cache storage may contain additional data. Are you sure that you want to flush it?,"Der Cache-Speicher könnte zusätzliche Daten enthalten. Sind Sie sicher, dass Sie ihn leeren wollen?",module,Magento_Theme
The cache storage may contain additional data. Are you sure that you want to flush it?,"Sind Sie sicher, dass Sie den Cache leeren möchten? Er könnte weitere Daten enthalten, die dann auch gelöscht werden.",module,Magento_Backend
The capture action is not available.,Die Erfassungs-Aktion ist nicht verfügbar.,module,Magento_Theme
"The card has a balance of %balance and can be used at <a href=""%store_url"">%store_name</a>.","Die Karte hat ein Guthaben von %balance und kann für <a href=""%store_url"">%store_name</a> genutzt werden.",module,Magento_Theme
"The card has a balance of %balance that can be used at <a href=""%store_url"">%store_name</a>.","Die Karte hat ein Guthaben von %balance und kann für <a href=""%store_url"">%store_name</a> genutzt werden.",module,Magento_Theme
"The Cart includes virtual product(s) only, so a shipping address is not used.","Der Warenkorb enthält nur virtuelle Produkte, so dass eine Lieferadresse nicht verwendet wird.",module,Magento_Quote
The cart item doesn't exist.,Das Warenkorb-Element existiert nicht.,module,Magento_Wishlist
The case entity should not be empty.,Die Case Entity sollte nicht leer sein.,module,Magento_Signifyd
The category doesn't contain the specified product.,Die Kategorie enthält nicht das angegebene Produkt.,module,Magento_Catalog
The category you chose is not associated with the selected store.,"Die Kategorie, die Sie ausgewählt haben, ist nicht mit dem ausgewählten Store verbunden.",module,Magento_Theme
the Child of the Matched Product Categories,das Kind der übereinstimmenden Produktkategorien,module,Magento_Theme
"The child product doesn't have the ""%1"" attribute value. Verify the value and try again.","Das untergeordnete Produkt hat nicht den Attributwert ""%1"". Überprüfen Sie den Wert und versuchen Sie es erneut.",module,Magento_ConfigurableProduct
"The class for ""%1"" type wasn't declared. Enter the class and try again.","Die Klasse für den Typ ""%1"" wurde nicht deklariert. Geben Sie die Klasse ein und versuchen Sie es erneut.",module,Magento_Config
"The class for ""%1"" type wasn't declared. Enter the class and try again.","Die Klasse für den Typ ""%1"" wurde nicht deklariert. Geben Sie die Klasse ein und versuchen Sie es erneut.",module,Magento_Deploy
"The class for ""%1"" type wasn't declared. Enter the class and try again.","Die Klasse für den Typ ""%1"" wurde nicht deklariert. Geben Sie die Klasse ein und versuchen Sie es erneut.",module,Magento_Store
"The CMS block with the ""%1"" ID doesn't exist.","Der CMS-Block mit der ID ""%1"" existiert nicht.",module,Magento_CmsGraphQl
"The CMS block with the ""%1"" ID doesn't exist.","Der CMS-Block mit der ID ""%1"" existiert nicht.",module,Magento_Cms
"The CMS page with the ""%1"" ID doesn't exist.","Die CMS-Seite mit der ID ""%1"" existiert nicht.",module,Magento_Cms
The collection provider isn't registered.,Der Abholanbieter ist nicht registriert.,module,Magento_Catalog
The columns for UPDATE statement are not defined,Die Spalten für die UPDATE-Anweisung sind nicht definiert,module,Magento_Theme
The comment is missing. Enter and try again.,Der Kommentar fehlt. Geben Sie ihn ein und versuchen Sie es erneut.,module,Magento_Sales
The comment is missing. Enter and try again.,Der Kommentar fehlt. Geben Sie ihn ein und versuchen Sie es erneut.,module,Magento_Shipping
The config can't be saved because it's empty. Complete the config and try again.,"Die Konfiguration kann nicht gespeichert werden, da sie leer ist. Vervollständigen Sie die Konfiguration und versuchen Sie es erneut.",module,Magento_Theme
The configurable product does not have any variation attribute.,Das konfigurierbare Produkt hat kein Variationsattribut.,module,Magento_Theme
